,brand,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,warranty,msoffice,Price,rating,Number of Ratings,Number of Reviews
476,360,1,20,150,220,400,0,2048,500,64,1,1,62317,4,377,53
477,370,1,20,110,220,410,0,512,510,32,0,0,207290,3,0,0
478,360,1,50,150,230,400,256,0,500,64,1,1,87990,4,120,21
479,340,1,50,150,220,400,256,0,500,64,0,0,73990,3,0,0
485,310,1,50,110,230,400,512,0,500,64,1,0,57990,4,76,9
486,310,1,50,110,220,400,512,0,500,64,0,0,61990,4,11,2
487,370,1,50,110,230,400,512,0,500,64,2,0,79990,4,484,56
488,320,1,50,110,220,400,512,0,500,64,1,1,68990,4,44,2
489,320,1,50,130,230,400,512,0,500,64,1,1,85990,4,77,10
490,320,1,50,130,230,400,512,0,500,64,1,1,99990,4,11,3
491,310,1,50,130,220,400,512,0,500,64,1,1,77990,4,21,5
492,320,1,50,130,220,400,512,0,500,64,0,0,79990,4,5,2
493,350,1,50,130,230,400,512,0,500,64,1,1,93190,5,4,0
494,310,1,50,130,230,420,512,0,500,64,1,1,94990,3,0,0
495,320,1,50,130,230,400,512,0,500,64,3,1,84990,4,13,2
496,370,1,50,110,220,400,512,0,500,64,0,0,57990,4,15,0
497,350,1,50,130,230,400,512,0,500,64,1,1,102990,4,11,2
498,360,1,50,130,230,400,512,0,500,64,1,0,99990,3,0,0
499,310,1,50,130,230,400,512,0,500,64,0,0,94990,4,118,15
500,350,1,50,130,230,400,512,0,500,64,1,1,104000,3,0,0
501,370,1,50,130,230,400,512,0,500,64,0,0,76990,3,0,0
502,350,1,50,130,230,400,512,0,500,64,1,1,90190,4,6,1
503,320,1,50,130,230,400,512,0,500,32,0,0,88488,3,0,0
504,370,1,50,110,230,400,512,0,500,64,1,0,109990,4,138,30
505,370,1,50,130,230,400,512,0,500,64,0,0,86990,3,0,0
506,370,1,50,130,230,420,512,0,500,64,1,0,89990,3,0,0
507,350,1,50,110,230,450,512,0,500,64,1,1,239759,3,0,0
508,310,1,50,130,230,400,512,0,500,64,1,1,78990,4,35,4
509,360,1,50,150,230,440,512,0,500,64,1,1,121890,1,3,0
510,310,1,50,150,230,450,512,0,500,64,1,0,85990,4,18,0
511,370,1,50,130,230,400,512,0,500,64,2,0,94990,3,0,0
512,350,1,50,130,230,400,512,0,500,64,1,1,92000,4,8,1
513,350,1,50,110,230,400,512,0,500,64,1,0,162990,3,3,1
514,360,1,50,130,230,420,512,0,500,64,1,1,135300,5,5,2
515,370,1,50,130,230,400,512,0,500,64,0,0,64990,4,33,5
516,320,1,50,110,230,400,512,0,500,64,3,0,174527,3,0,0
517,320,1,50,110,230,400,512,0,500,64,0,0,162299,3,0,0
518,360,1,50,110,230,400,512,0,500,64,1,1,109190,3,0,0
519,350,1,50,130,230,400,512,0,500,64,1,1,99999,3,0,0
520,370,1,50,110,230,400,512,0,500,64,1,0,104990,4,85,9
521,310,1,50,130,230,420,512,0,500,64,0,0,109990,3,0,0
522,310,1,50,150,230,440,512,0,500,64,1,0,99990,4,30,7
523,320,1,50,150,230,400,512,0,500,64,0,0,244801,3,0,0
524,310,1,50,130,230,420,512,0,500,64,0,0,94990,3,0,0
525,320,1,50,150,230,400,512,0,500,64,1,1,86000,3,0,0
526,320,1,50,110,230,400,512,0,500,32,0,0,162399,3,0,0
527,350,1,50,130,230,400,512,0,500,32,0,0,119599,3,0,0
528,320,1,50,110,230,450,512,0,500,64,0,0,211753,3,0,0
529,320,1,50,130,230,400,512,0,500,32,0,0,110999,3,0,0
531,310,1,50,150,220,450,512,0,500,64,1,0,81990,4,40,4
532,370,1,50,160,220,400,512,0,500,64,2,0,66990,4,1639,230
533,370,1,50,110,230,400,1024,0,500,64,2,0,84990,4,498,64
534,310,1,50,130,230,420,1024,0,500,64,1,1,104990,3,0,0
535,310,1,50,130,230,420,1024,0,500,64,1,0,134990,3,0,0
536,310,1,50,130,230,400,1024,0,500,64,0,0,98990,4,445,56
537,350,1,50,110,230,400,1024,0,500,64,1,1,144690,4,17,4
538,310,1,50,130,230,420,1024,0,500,64,0,0,99990,3,0,0
539,370,1,50,130,230,400,1024,0,500,64,2,0,119990,4,20,3
540,310,1,50,130,230,400,1024,0,500,32,1,0,194990,3,0,0
541,310,1,50,110,230,450,1024,0,500,64,1,1,124990,4,17,1
542,360,1,50,130,230,400,1024,0,500,64,0,0,122410,3,0,0
543,350,1,50,110,230,400,1024,0,500,64,1,0,179990,4,13,5
544,370,1,50,130,230,400,1024,0,500,64,2,0,154990,4,3,2
545,320,1,50,130,230,420,1024,0,500,64,1,1,122990,3,4,2
546,310,1,50,110,230,400,1024,0,500,64,1,0,224990,4,9,0
547,370,1,50,180,230,430,1024,0,500,64,0,0,279990,3,0,0
548,350,1,50,130,230,400,1024,0,500,64,0,0,121990,3,0,0
549,350,1,50,130,230,400,1024,0,500,64,0,0,116990,3,0,0
550,320,1,50,130,230,400,1024,0,500,64,0,0,151098,4,7,0
551,370,1,50,130,230,400,1024,0,500,64,2,0,129990,4,14,3
552,350,1,50,130,230,420,1024,0,500,64,1,0,149999,3,0,0
553,370,1,50,180,230,400,1024,0,500,64,0,0,139990,4,4,2
554,330,1,50,130,230,400,1024,0,500,64,1,0,129990,4,54,7
555,350,1,50,130,230,400,1024,0,500,64,1,1,171990,3,0,0
556,360,1,50,130,230,400,1024,0,500,64,1,1,93955,4,4,0
557,310,1,50,110,230,400,1024,0,500,64,0,0,234990,3,0,0
558,350,1,50,130,230,420,1024,0,500,64,1,1,128500,3,3,1
559,320,1,50,130,230,400,1024,0,500,64,1,1,102990,4,16,2
560,310,1,50,130,230,420,1024,0,500,64,1,0,119990,4,8,1
561,310,1,50,130,230,400,1024,0,500,32,0,0,120980,3,0,0
562,310,1,50,130,230,400,1024,0,500,32,1,0,157249,4,7,0
563,320,1,50,160,230,400,1024,0,500,64,0,0,229900,3,0,0
564,310,1,50,130,230,400,1024,0,500,64,1,0,131500,3,0,0
565,310,1,50,110,230,450,1024,0,500,64,0,0,154990,5,3,0
566,310,1,50,110,230,450,1024,0,500,64,0,0,165990,3,0,0
567,320,1,50,110,230,420,1024,0,500,64,0,0,119990,2,2,1
568,310,1,50,110,230,450,1024,0,500,64,0,0,167990,3,0,0
569,350,1,50,130,230,420,1024,0,500,64,1,0,165000,3,0,0
570,340,1,50,110,230,400,1024,0,500,64,0,0,62990,3,207,49
571,320,1,50,130,230,410,1024,0,500,64,1,1,85990,3,7,2
572,350,1,50,130,230,400,1024,0,500,64,1,1,94990,3,0,0
573,350,1,50,130,230,400,1024,0,500,64,1,1,136990,3,0,0
574,320,1,50,110,230,400,1024,0,500,64,1,1,234990,3,0,0
575,330,1,50,110,230,400,2048,0,500,64,1,0,159990,3,4,0
576,310,1,50,110,230,450,2048,0,500,64,0,0,233990,3,0,0
577,310,1,50,110,230,400,0,1024,500,64,0,0,93990,3,0,0
578,350,1,50,150,230,400,128,1024,500,64,1,0,116941,3,0,0
579,370,1,50,110,220,400,256,1024,500,64,2,0,63990,4,794,83
580,310,1,50,110,230,400,256,1024,500,64,0,0,66990,4,25,4
581,310,1,50,130,230,400,256,1024,500,32,0,0,82500,3,0,0
582,330,1,50,110,230,400,256,1024,500,64,1,0,119990,4,2038,313
583,370,1,50,110,230,400,256,1024,500,64,3,0,159990,3,0,0
584,310,1,50,150,230,400,256,1024,500,64,0,0,98912,3,0,0
585,330,1,50,130,230,400,512,1024,500,64,1,0,92990,4,214,37
586,330,1,50,130,230,400,512,1024,500,32,1,0,119990,4,342,54
587,330,1,60,130,240,400,1024,0,500,64,1,0,169990,3,0,0
588,330,1,60,130,230,400,1024,0,500,64,1,0,139990,3,0,0
589,370,1,60,130,230,400,1024,0,500,64,0,0,192990,3,0,0
590,310,1,60,180,230,430,1024,0,500,64,0,0,299990,3,0,0
591,310,1,60,110,230,400,1024,0,500,64,1,0,269990,4,8,1
592,310,1,60,130,230,400,1024,0,500,64,1,0,139990,3,0,0
593,320,1,60,110,230,400,1024,0,500,32,0,0,265998,3,0,0
594,310,1,60,130,230,400,3072,0,500,32,1,0,441990,5,1,1
595,370,1,20,110,220,410,0,512,510,32,0,0,86990,4,218,27
596,370,1,20,110,220,410,0,512,510,32,0,0,109990,4,78,16
597,370,1,20,110,220,410,0,512,510,32,0,0,109590,4,5,2
598,310,1,50,110,230,420,0,512,510,32,0,0,146490,3,2,1
599,380,3,70,110,220,400,256,0,520,64,1,0,85990,4,6725,629
600,380,3,70,110,220,400,256,0,520,64,1,0,112990,4,640,70
601,380,3,70,110,230,400,256,0,520,64,1,0,104990,4,45,4
603,380,3,70,110,230,400,256,0,520,64,1,0,132990,4,640,70
606,380,3,70,110,230,400,512,0,520,64,1,0,149990,4,640,70
607,380,3,70,110,220,400,512,0,520,64,1,0,125990,4,399,45
608,380,3,70,110,220,400,512,0,520,64,1,0,103990,4,809,91
609,380,3,70,110,220,400,512,0,520,64,1,0,101990,4,809,91
610,380,3,70,110,220,400,512,0,520,64,1,0,104990,4,6725,629
611,380,3,70,110,220,400,512,0,520,64,1,0,131990,4,399,45
612,380,3,70,110,230,400,512,0,520,64,1,0,128990,4,45,4
613,380,3,70,110,230,400,512,0,520,64,1,0,184990,4,42,8
614,380,3,70,110,230,400,512,0,520,64,1,0,225990,4,42,8
615,380,3,70,110,210,400,512,0,520,64,1,0,124990,4,45,4
617,380,3,70,110,220,400,1024,0,520,64,1,0,149990,4,640,70
618,380,3,70,110,230,400,1024,0,520,64,1,0,169990,4,640,70
619,380,3,70,110,230,400,1024,0,520,64,1,0,225990,4,42,8
620,380,3,70,110,230,400,1024,0,520,64,1,0,243990,4,42,8
621,380,3,70,110,240,400,1024,0,520,64,1,0,309990,5,3,1
623,310,1,80,120,210,420,0,512,500,64,0,0,45990,3,0,0
624,310,1,80,120,210,400,128,0,500,32,0,0,58100,3,0,0
625,310,1,80,120,220,420,256,0,500,64,1,0,62990,3,0,0
626,350,1,80,120,220,400,256,0,500,64,1,1,32990,4,77,9
627,310,1,80,120,210,400,256,0,500,64,1,1,33990,4,6,0
628,330,1,80,120,210,400,256,0,500,64,1,0,30990,4,465,89
629,360,1,80,120,210,400,256,0,500,64,1,0,36000,4,102,16
630,310,1,80,120,210,400,256,0,500,64,1,1,32990,4,7,1
631,360,1,80,120,210,400,256,0,500,64,1,0,35990,3,0,0
632,310,1,80,120,210,410,0,1024,500,64,0,0,27990,3,0,0
633,310,1,80,120,210,400,0,1024,500,64,1,0,25990,3,4741,658
634,310,1,80,120,210,400,0,1024,500,64,1,0,25990,3,2736,350
635,310,1,80,120,210,400,0,1024,500,64,0,0,30780,3,0,0
636,350,2,90,120,220,400,256,0,500,64,1,0,37990,4,2214,241
637,310,2,90,120,220,400,256,0,500,64,1,0,35990,4,2886,375
638,360,2,90,120,220,400,256,0,500,64,0,0,39490,4,34,4
639,360,2,90,120,220,400,256,0,500,64,0,0,36990,4,137,15
640,360,2,90,120,220,400,256,0,500,64,1,0,39990,4,7,0
641,310,2,90,120,210,400,256,0,500,64,1,0,33690,4,170,26
642,360,2,90,120,220,400,256,0,500,64,0,0,40590,3,0,0
643,310,2,90,120,210,400,256,0,500,64,1,0,37990,4,39,3
644,310,2,90,120,210,400,256,0,500,64,1,1,34500,4,2886,375
645,330,2,90,120,220,400,512,0,500,64,1,0,36990,4,11,2
646,350,2,90,120,220,400,512,0,500,64,0,0,43490,4,163,33
647,350,2,90,120,220,400,512,0,500,64,1,1,41490,4,153,21
648,330,2,90,120,210,400,512,0,500,64,0,0,34990,3,0,0
649,350,2,90,120,210,400,512,0,500,64,1,1,44490,4,267,42
650,360,2,90,120,210,400,512,0,500,64,0,0,40590,3,0,0
651,360,2,90,120,220,400,512,0,500,64,0,0,42090,3,3,0
652,360,2,90,120,220,400,0,1024,500,64,1,1,35990,4,59,12
653,350,2,90,120,220,400,0,1024,500,64,1,1,39490,4,7291,895
654,360,2,90,120,220,400,0,1024,500,64,0,0,37390,4,38,5
655,360,2,90,120,210,400,0,1024,500,64,1,1,52632,3,0,0
656,360,2,90,120,210,400,0,1024,500,64,1,1,39990,4,409,39
657,360,2,90,120,210,400,0,1024,500,64,1,0,43990,3,0,0
658,350,2,90,120,210,400,0,1024,500,64,1,0,32917,4,353,58
659,320,2,90,120,210,400,0,1024,500,64,0,0,34990,3,38,6
660,360,2,90,120,220,400,0,1024,500,64,0,0,39990,3,18,4
661,350,2,90,120,220,400,256,1024,500,64,1,1,41999,4,3524,432
662,360,2,40,120,220,400,256,0,500,64,1,1,41990,4,939,107
663,360,2,40,120,220,400,256,0,500,64,1,0,44490,4,14,1
664,360,2,40,120,220,400,256,0,500,64,1,1,41990,4,649,84
665,360,2,40,120,220,400,256,0,500,64,1,1,44490,4,8,2
666,370,2,40,120,210,400,256,0,500,64,1,0,49990,3,0,0
667,360,2,40,120,210,400,256,0,500,64,1,0,44390,4,276,24
668,350,2,40,120,220,400,512,0,500,64,1,0,57990,4,4740,532
669,320,2,40,120,220,400,512,0,500,64,1,1,56990,4,162,15
670,320,2,40,120,220,400,512,0,500,64,1,0,48990,4,219,27
671,350,2,40,120,220,400,512,0,500,64,1,1,49970,4,193,28
672,370,2,40,120,220,400,512,0,500,64,0,0,47990,4,562,89
673,350,2,40,120,220,400,512,0,500,64,1,1,48990,4,45,5
674,330,2,40,120,220,420,512,0,500,64,1,0,53990,4,7,0
675,320,2,40,120,220,400,512,0,500,64,1,1,52990,4,39,5
676,330,2,40,120,220,400,512,0,500,64,1,0,43990,3,0,0
677,320,2,40,120,220,400,512,0,500,64,0,0,59490,4,92,10
678,370,2,40,120,220,400,512,0,500,64,0,0,64990,4,469,80
679,360,2,40,120,220,400,512,0,500,64,0,0,47490,2,2,1
680,350,2,40,120,220,400,512,0,500,64,1,0,59990,4,1978,188
681,320,2,40,120,220,400,512,0,500,64,0,0,69990,4,9,0
682,350,2,40,120,220,400,512,0,500,64,1,0,58990,4,1049,134
683,360,2,40,120,220,400,512,0,500,64,1,0,59490,4,74,18
684,350,2,40,120,230,400,512,0,500,64,1,1,67500,4,196,19
685,350,2,40,120,220,400,512,0,500,32,0,0,48990,4,17,1
686,310,2,40,120,220,400,512,0,500,64,1,1,62450,4,172,36
687,310,2,40,120,220,400,512,0,500,64,1,0,58990,4,324,34
688,350,2,40,120,220,400,512,0,500,64,1,1,57999,4,86,15
689,310,2,40,120,230,400,512,0,500,64,0,0,56990,4,4,1
690,350,2,40,120,220,400,512,0,500,64,1,1,72990,4,16,4
691,350,2,40,120,230,400,512,0,500,64,1,1,65990,4,104,18
692,350,2,40,120,230,400,512,0,500,64,1,1,98020,3,0,0
693,350,2,40,120,230,400,512,0,500,64,1,1,63990,4,90,13
694,310,2,40,120,220,400,512,0,500,32,1,1,49890,4,6,1
695,360,2,40,120,220,400,512,0,500,64,1,1,49990,4,47,7
696,360,2,40,120,220,400,512,0,500,64,1,1,59490,3,0,0
697,350,2,40,120,220,400,512,0,500,64,1,1,73999,4,206,27
698,360,2,40,120,210,400,512,0,500,64,1,1,60990,4,183,42
699,360,2,40,120,210,400,512,0,500,64,0,0,76190,4,358,64
700,320,2,40,120,210,420,512,0,500,64,3,1,74798,3,0,0
701,310,2,40,120,210,400,512,0,500,64,1,0,58990,4,88,13
702,350,2,40,120,210,400,512,0,500,32,0,0,68100,3,0,0
703,320,2,40,120,210,400,512,0,500,64,1,1,77990,3,0,0
704,350,2,40,120,210,400,512,0,500,64,1,1,55090,4,364,52
705,310,2,40,120,210,420,512,0,500,64,0,0,91990,3,0,0
706,350,2,40,120,210,400,512,0,500,64,1,1,84208,3,0,0
707,330,2,40,120,210,400,512,0,500,64,1,0,44990,4,313,39
708,350,2,40,120,210,400,512,0,500,64,1,1,53490,4,826,118
709,320,2,40,120,210,400,512,0,500,64,0,0,76498,3,0,0
710,360,2,40,120,210,400,512,0,500,64,1,0,98920,3,0,0
711,370,2,40,120,210,400,512,0,500,64,0,0,54990,4,1410,203
712,330,2,40,120,210,400,512,0,500,64,1,0,49990,4,47,6
713,350,2,40,120,210,400,512,0,500,32,0,0,52380,3,0,0
714,330,2,40,120,210,400,512,0,500,64,1,0,49990,4,6,1
715,350,2,40,120,210,400,512,0,500,64,1,1,52500,4,741,67
716,310,2,40,120,210,400,512,0,500,64,1,1,49990,4,14,2
717,330,2,40,120,210,400,512,0,500,64,1,0,75999,3,0,0
718,310,2,40,120,210,400,512,0,500,64,1,0,80990,3,0,0
719,320,2,40,120,210,400,512,0,500,32,1,0,59900,3,3,0
720,350,2,40,120,210,400,512,0,500,64,1,1,54590,4,349,69
721,360,2,40,120,210,400,512,0,500,64,1,1,75500,3,0,0
722,350,2,40,120,220,400,512,0,500,64,1,1,51890,4,519,48
723,310,2,40,120,230,400,512,0,500,64,1,0,78000,2,3,0
724,350,2,40,120,230,400,512,0,500,64,1,1,59999,4,19,1
725,350,2,40,120,220,400,512,0,500,64,1,1,64990,3,8,1
726,360,2,40,120,210,400,1024,0,500,32,0,0,57900,4,3,1
727,320,2,40,120,210,420,1024,0,500,64,3,1,81978,3,0,0
728,350,2,40,120,210,400,0,1024,500,64,1,0,59990,4,1480,151
729,360,2,40,120,220,400,256,1024,500,64,0,0,49490,4,31,3
730,310,2,40,120,220,400,256,1024,500,64,1,0,54990,4,18,3
731,320,2,40,120,220,400,256,1024,500,64,0,0,68500,4,271,24
732,310,2,40,120,220,400,256,1024,500,64,1,0,54990,4,49,6
733,310,2,40,120,220,400,256,1024,500,32,1,1,54990,4,474,65
734,320,2,40,120,220,400,256,1024,500,64,1,1,63990,4,861,116
735,350,2,40,120,210,400,256,1024,500,64,1,0,80000,4,34,6
736,360,2,40,120,210,400,256,1024,500,32,0,0,51990,3,0,0
737,310,2,40,120,210,400,256,1024,500,64,1,1,62990,4,165,34
738,350,2,40,120,210,400,256,1024,500,64,1,0,52990,4,698,74
739,310,2,40,120,210,400,256,1024,500,64,1,1,75100,3,0,0
740,310,2,100,120,230,400,512,0,500,32,0,0,76990,4,22,3
741,310,2,100,120,230,400,512,0,500,64,1,0,79990,3,0,0
742,310,2,100,120,220,400,512,0,500,64,0,0,71990,4,144,16
743,310,2,100,120,220,400,512,0,500,64,0,0,71990,4,1810,235
744,320,2,100,120,230,400,512,0,500,64,1,1,99990,4,26,1
745,310,2,100,120,230,400,512,0,500,64,1,0,79990,3,0,0
746,360,2,100,120,230,400,512,0,500,64,1,0,93990,3,0,0
747,310,2,100,120,230,400,512,0,500,64,0,0,82990,4,1067,145
748,310,2,100,120,210,430,512,0,500,64,0,0,106990,3,0,0
749,310,2,100,120,210,400,512,0,500,64,1,0,92990,4,25,4
750,320,1,100,120,210,400,512,0,500,32,3,1,81490,3,0,0
751,310,2,100,120,210,400,512,0,500,64,1,1,56990,3,0,0
752,370,2,100,120,210,400,512,0,500,64,0,0,64990,3,0,0
753,320,2,100,120,210,400,512,0,500,64,1,1,60990,4,530,69
754,320,2,100,120,210,400,512,0,500,64,1,1,84988,3,0,0
755,350,2,100,120,210,400,512,0,500,64,1,0,90990,4,273,40
756,310,2,100,120,210,400,512,0,500,64,1,0,63990,4,77,7
757,320,2,100,120,210,400,512,0,500,64,1,1,63990,4,105,10
758,350,2,100,120,210,400,512,0,500,64,1,1,57999,4,44,5
759,310,2,100,120,210,400,512,0,500,32,0,0,72400,3,0,0
760,320,2,100,120,210,400,512,0,500,64,1,0,78990,4,6,0
761,330,2,100,120,210,400,512,0,500,64,1,0,59990,3,0,0
762,310,2,100,120,210,430,512,0,500,32,1,0,111990,3,0,0
763,350,2,100,120,210,400,512,0,500,32,0,0,109000,3,0,0
764,360,2,100,120,210,400,512,0,500,64,0,0,89990,4,191,27
765,320,2,100,120,210,400,512,0,500,64,3,1,78988,3,0,0
766,320,2,100,120,210,400,512,0,500,64,0,0,73138,3,4,1
767,320,2,100,120,210,400,512,0,500,64,1,0,106990,3,0,0
768,310,2,100,120,210,400,512,0,500,32,0,0,79990,3,0,0
769,360,2,100,120,210,400,512,0,500,64,1,1,89570,3,0,0
770,350,2,100,120,210,400,512,0,500,64,1,1,68500,4,134,22
771,320,2,100,120,230,400,512,0,500,64,1,0,73400,3,0,0
772,350,2,100,120,230,400,512,0,500,64,1,1,79990,3,23,6
773,350,2,100,120,230,400,512,0,500,64,1,1,84990,2,4,2
774,370,2,100,120,230,400,1024,0,500,64,1,0,99990,4,108,24
775,310,2,100,120,220,420,1024,0,500,64,0,0,72990,4,198,24
776,350,2,100,120,230,400,1024,0,500,64,1,1,92990,3,0,0
777,350,2,100,120,230,400,1024,0,500,64,1,1,84190,3,0,0
778,310,2,100,120,230,420,1024,0,500,64,0,0,112990,3,0,0
779,310,2,100,120,210,430,1024,0,500,32,1,0,114990,3,0,0
780,330,2,100,120,210,400,1024,0,500,64,1,0,99990,3,0,0
781,310,2,100,120,210,400,1024,0,500,32,0,0,95990,4,57,3
782,350,2,100,120,210,400,1024,0,500,64,1,0,159990,4,17,2
783,310,2,100,120,210,400,1024,0,500,64,1,1,76990,3,0,0
784,320,2,100,120,210,400,1024,0,500,64,1,1,130990,3,0,0
785,310,2,100,120,210,400,1024,0,500,64,1,0,99990,3,0,0
786,310,2,100,120,210,430,1024,0,500,64,0,0,112990,3,0,0
787,320,2,100,120,210,400,1024,0,500,64,1,1,77988,3,0,0
788,310,2,100,120,210,400,1024,0,500,64,1,1,76000,5,1,1
789,310,2,100,120,210,420,1024,0,500,64,1,0,99990,4,77,15
790,310,2,100,120,210,400,1024,0,500,64,1,0,111000,3,0,0
791,310,2,100,120,230,420,1024,0,500,64,1,1,84970,3,2,1
792,350,2,100,120,230,400,256,1024,500,64,1,1,75990,4,1084,123
793,330,2,100,120,230,400,256,1024,500,64,1,0,89990,4,272,36
794,330,2,100,120,230,400,256,1024,500,64,0,0,81990,4,141,24
795,320,2,100,120,210,400,512,1024,500,32,0,0,80490,3,0,0
796,310,2,111,120,230,400,1024,0,500,64,1,0,135990,3,0,0
797,310,2,111,120,230,400,1024,0,500,32,1,0,154990,4,194,42
798,310,2,111,120,230,400,1024,0,500,64,1,1,199990,4,9,2
799,310,2,111,120,230,400,1024,0,500,64,0,0,114990,4,28,4
800,310,2,111,120,230,400,1024,0,500,64,1,1,129990,4,204,35
801,310,2,111,120,230,420,1024,0,500,64,1,1,114990,4,32,6
802,370,2,111,120,210,400,1024,0,500,64,0,0,146990,3,0,0
803,310,2,111,120,210,400,1024,0,500,64,1,0,104990,4,14,2
804,310,2,111,120,210,420,1024,0,500,64,1,0,114990,4,14,1
805,310,2,111,120,210,420,1024,0,500,64,1,1,124990,5,3,0
806,310,2,111,120,210,420,1024,0,500,64,0,0,134990,3,0,0
807,350,2,111,120,210,400,1024,0,500,64,1,1,141990,3,0,0
808,310,2,111,120,210,400,1024,0,500,64,1,0,129990,3,0,0
809,310,2,111,120,210,420,1024,0,500,64,1,1,142990,4,4,1
810,310,2,111,120,210,400,1024,0,500,64,1,0,121990,3,0,0
811,310,2,111,120,210,420,1024,0,500,64,1,1,124990,4,44,12
812,310,2,111,120,210,400,1024,0,500,64,0,0,141990,4,61,13
813,310,2,111,120,210,400,1024,0,500,64,1,0,162990,3,0,0
814,310,2,111,120,210,400,1024,0,500,64,1,0,130500,3,0,0
815,310,2,111,120,210,400,1024,0,500,64,0,0,116990,3,0,0
816,310,2,111,120,210,400,1024,0,500,32,0,0,138990,3,0,0
817,310,2,111,120,210,420,1024,0,500,64,1,1,234990,3,0,0
818,310,2,111,120,210,400,1024,0,500,64,1,0,135990,3,0,0
819,310,2,111,120,210,400,1024,0,500,64,1,0,144990,3,0,0
820,310,2,111,120,210,400,1024,0,500,64,1,0,149990,3,0,0
821,310,2,111,120,210,400,1024,0,500,64,1,0,142990,3,0,0
822,320,2,40,110,220,400,512,0,510,64,0,0,57490,4,18,4
